pole_id,final_risk,risk_grade,ml_fire_prob_max,cascade_risk,terrain_fire_risk
170198,32.423436439249954,Low,0.0023650376879086003,9.4,78.87695129394531
560174,32.42291532985403,Low,3.1810008305767515e-06,23.400000000000002,84.10311279296874
1343505,32.422594643472564,Low,0.003848999644695321,10.200000000000001,76.40060913085938
300750,32.42245520202164,Low,0.004125762005037653,42.800000000000004,2.0144991302490234
691832,32.42243868387917,Low,1.6309264889773764e-06,29.200000000000003,83.55671966552734
574165,32.422370519675646,Low,0.0022412314409310822,18.400000000000002,73.76478370666504
59032,32.421729832004324,Low,0.0074024465034529,37.2,1.2222996139526368
1340967,32.42171195231411,Low,0.00363068300059423,9.0,74.27420349121094
1045988,32.42118178780028,Moderate,0.01988678029588534,6.2,5.8504833984374995
338070,32.42116423763295,Low,0.008256376935880291,21.400000000000002,4.162559509277344
1085183,32.421015663319494,Low,0.004887962168598574,16.8,74.05688659667969
1116834,32.42093866433127,Low,0.003767153096798842,7.6000000000000005,74.01279937744141
793626,32.42025553691036,Low,0.001435182071388399,6.6000000000000005,79.12820129394531
821120,32.41972766957463,Low,0.0011608168030210464,10.600000000000001,79.90510406494141
1366863,32.41960765486867,Low,0.0016866513305490412,15.8,77.74519836425782
126365,32.419587384543306,Low,0.008654308399842691,15.4,3.354554214477539
138329,32.41931853124592,Low,0.006407110175896633,27.8,1.2962270736694335
