station,date,temp_max,temp_min,temp_mean,rh_mean,rh_min,ws_max,ws_gust_max,ws_mean,precip,sunshine,dewpoint,eff_humidity
삼척,2022-09-23,23.3,12.2,15.9,69.6,39.0,7.0,13.2,1.8,0.0,4.2,9.8,70.46
삼척,2022-09-24,23.5,8.5,15.2,65.4,31.0,3.1,6.9,1.1,0.0,8.8,7.8,66.93
삼척,2022-09-25,22.5,10.0,14.7,75.6,43.0,2.1,4.3,0.6,0.0,2.2,9.9,72.96
삼척,2022-09-26,25.6,11.7,16.1,75.6,38.0,1.7,2.9,0.5,0.0,5.3,11.3,74.58
삼척,2022-09-27,27.8,12.6,17.7,71.6,35.0,2.3,4.7,1.0,0.0,6.7,11.8,72.8
삼척,2022-09-28,22.5,11.5,16.2,77.5,55.0,2.0,3.6,0.8,0.0,3.6,12.0,76.13
삼척,2022-09-29,26.5,12.8,16.9,78.1,45.0,1.7,3.6,0.8,0.0,4.7,12.7,77.32999999999998
삼척,2022-09-30,27.3,11.7,16.4,77.5,33.0,1.9,4.7,0.8,0.0,5.6,11.9,77.62
삼척,2022-10-01,27.3,10.5,16.5,75.3,34.0,1.7,3.7,0.8,0.0,6.4,11.4,76.02
삼척,2022-10-02,18.7,12.5,15.3,83.9,68.0,2.6,5.1,0.9,4.0,0.0,12.4,81.53999999999999
삼척,2022-10-03,22.6,15.0,19.1,91.0,80.0,5.1,8.5,1.7,7.8,0.0,17.5,88.00999999999999
삼척,2022-10-04,21.8,13.5,17.3,82.0,68.0,4.6,8.5,1.8,63.1,0.0,14.1,83.99
삼척,2022-10-05,17.9,11.4,13.7,73.3,56.0,3.5,6.7,1.3,0.0,1.0,8.8,76.80999999999999
삼척,2022-10-06,18.6,10.8,13.7,76.8,53.0,4.8,8.0,1.1,0.0,1.1,9.4,76.62
삼척,2022-10-07,15.6,10.5,12.8,75.4,61.0,3.5,6.5,1.3,0.3,0.4,8.4,75.47
삼척,2022-10-08,19.3,8.0,11.8,73.4,37.0,2.7,5.7,1.0,0.0,4.1,6.5,74.14000000000001
삼척,2022-10-09,16.9,7.9,12.0,80.8,47.0,5.5,11.7,1.0,10.0,1.6,8.5,78.78
삼척,2022-10-10,11.5,6.7,8.7,70.8,48.0,7.6,13.7,2.5,0.9,0.9,3.5,73.06
삼척,2022-10-11,15.7,5.7,9.4,68.3,46.0,5.3,9.8,1.8,0.0,6.9,3.4,70.05
삼척,2022-10-12,21.6,6.1,11.2,76.3,39.0,2.3,5.0,1.0,0.0,5.4,6.6,74.14999999999999
삼척,2022-10-13,21.4,8.2,12.3,79.1,40.0,2.3,4.0,0.8,0.0,5.1,8.4,77.46
삼척,2022-10-14,22.1,9.5,13.6,76.3,32.0,2.1,3.7,0.9,0.0,4.0,9.1,76.85999999999999
삼척,2022-10-15,24.4,11.1,15.7,75.6,38.0,2.4,3.8,0.7,0.0,5.4,10.9,76.08999999999999
삼척,2022-10-16,21.2,13.1,15.8,79.6,55.0,2.7,5.8,0.7,0.0,0.3,12.0,78.46999999999998
삼척,2022-10-17,18.0,3.1,11.8,58.3,21.0,5.8,9.3,1.5,0.0,5.1,2.7,64.28999999999999
삼척,2022-10-18,15.1,-0.3,6.2,66.0,27.0,2.8,6.1,0.9,0.0,7.7,-0.8,65.82
삼척,2022-10-19,15.9,-0.1,6.1,68.4,27.0,2.8,6.0,0.9,0.0,6.6,-0.3,66.91000000000001
삼척,2022-10-20,20.2,-0.2,8.4,68.1,26.0,2.4,4.3,0.8,0.0,7.1,1.8,67.94999999999999
삼척,2022-10-21,20.2,4.2,10.7,66.5,26.0,3.4,7.2,1.0,0.0,5.7,3.3,67.00999999999999
삼척,2022-10-22,20.4,7.3,12.6,61.9,25.0,3.3,7.3,1.3,0.0,6.2,4.1,63.44
삼척,2022-10-23,15.7,6.4,9.5,84.3,53.0,2.9,6.3,0.8,4.2,0.7,6.9,78.03999999999999
삼척,2022-10-24,11.5,5.2,8.0,70.5,48.0,3.3,6.8,1.3,0.0,2.5,2.7,72.39999999999999
삼척,2022-10-25,12.5,2.2,6.8,76.9,49.0,3.2,5.3,1.0,0.3,1.7,2.7,76.36000000000001
삼척,2022-10-26,16.0,2.1,7.9,71.8,32.0,5.8,10.3,1.0,0.0,4.8,2.3,72.69
삼척,2022-10-27,20.1,4.1,9.7,72.6,32.0,2.9,5.3,0.7,0.0,5.8,4.1,72.86999999999999
삼척,2022-10-28,14.8,5.3,9.8,78.3,59.0,3.0,5.6,0.9,0.0,0.7,6.0,76.50999999999999
삼척,2022-10-29,19.5,6.9,11.3,72.6,25.0,3.2,5.5,0.8,0.0,4.6,5.9,73.74
삼척,2022-10-30,18.7,6.8,11.1,71.3,36.0,3.5,6.4,1.1,0.0,4.6,5.4,72.25999999999999
삼척,2022-10-31,18.1,6.0,9.8,72.4,39.0,1.7,2.8,0.7,0.0,3.9,4.5,72.2
삼척,2022-11-01,18.8,4.3,9.6,71.8,27.0,6.5,11.2,1.0,0.0,5.4,3.8,71.86999999999999
삼척,2022-11-02,19.2,3.1,8.0,69.9,21.0,2.4,4.9,0.8,0.0,5.0,1.7,70.53
삼척,2022-11-03,14.3,1.1,7.3,62.3,33.0,5.4,9.4,1.1,0.0,0.5,-0.1,64.77
삼척,2022-11-04,11.5,-1.5,4.5,50.5,20.0,3.2,6.1,1.3,0.0,7.3,-5.9,54.8
삼척,2022-11-05,12.1,-4.8,2.3,52.6,12.0,4.0,7.3,1.1,0.0,7.3,-8.2,53.150000000000006
삼척,2022-11-06,14.1,-3.8,3.9,60.0,29.0,3.0,5.4,0.7,0.0,7.2,-4.0,57.57000000000001
삼척,2022-11-07,15.4,-2.2,5.9,60.9,27.0,2.9,6.2,0.8,0.0,6.5,-2.0,59.88999999999999
삼척,2022-11-08,17.0,2.4,7.7,64.8,29.0,2.9,6.8,0.8,0.0,6.8,0.7,63.53999999999999
삼척,2022-11-09,17.1,0.1,7.3,68.1,31.0,3.0,6.2,1.1,0.0,5.8,0.9,66.72
삼척,2022-11-10,18.0,2.1,8.9,71.8,39.0,2.4,3.8,0.7,0.0,6.4,3.4,70.36
삼척,2022-11-11,19.7,5.8,11.0,70.3,38.0,3.2,4.8,0.7,0.0,6.4,5.2,70.38
삼척,2022-11-12,20.5,4.2,12.3,75.9,45.0,4.6,7.4,1.3,12.3,3.0,7.6,74.37
삼척,2022-11-13,17.0,9.0,12.5,68.9,55.0,6.9,10.5,3.0,6.9,0.9,6.9,70.44
삼척,2022-11-14,12.1,4.2,8.2,66.9,51.0,4.4,8.3,1.2,0.0,0.2,2.2,68.2
삼척,2022-11-15,10.5,-0.2,5.4,69.6,35.0,6.3,11.1,1.7,0.0,4.6,-0.2,68.99
삼척,2022-11-16,12.8,1.4,6.2,64.6,21.0,5.7,12.1,1.5,0.0,6.3,-1.1,65.83
삼척,2022-11-17,14.7,0.2,5.5,69.6,35.0,2.2,4.0,0.6,0.0,6.4,-1.6,68.6
삼척,2022-11-18,16.3,-0.7,5.2,71.0,27.0,2.9,4.2,0.8,0.0,5.3,-0.5,70.08
삼척,2022-11-19,14.5,0.4,6.4,75.3,47.0,1.8,2.9,0.7,0.0,3.0,1.9,73.86999999999999
삼척,2022-11-20,16.3,3.0,7.0,73.8,36.0,1.7,3.5,0.6,0.0,4.1,2.1,73.82
삼척,2022-11-21,16.7,0.4,8.1,71.1,42.0,3.8,6.3,0.9,0.0,4.6,2.6,72.06
삼척,2022-11-22,13.6,2.8,8.3,75.4,47.0,1.7,3.3,0.6,2.9,1.9,3.8,74.38
삼척,2022-11-23,15.0,2.7,8.5,80.5,41.0,5.1,8.9,0.8,10.6,2.6,4.9,78.53999999999999
삼척,2022-11-24,11.6,1.3,4.9,79.4,48.0,2.2,3.5,0.8,0.0,3.7,1.3,79.22000000000001
삼척,2022-11-25,14.5,-0.1,7.6,59.9,25.0,7.3,14.7,2.6,0.0,4.8,-1.3,65.86
삼척,2022-11-26,12.5,-0.3,7.4,45.0,9.0,9.2,21.3,2.9,0.0,6.3,-5.4,51.42
삼척,2022-11-27,12.8,-3.7,2.5,51.3,9.0,3.1,5.7,0.6,0.0,6.3,-7.9,50.9
삼척,2022-11-28,8.2,-2.3,4.2,76.0,38.0,4.5,6.3,1.5,11.7,2.0,-0.1,67.96
삼척,2022-11-29,12.8,3.0,8.8,57.5,19.0,5.9,11.1,2.1,14.4,0.0,-1.0,60.580000000000005
삼척,2022-11-30,3.0,-7.3,-3.6,27.8,14.0,6.9,15.9,3.1,0.0,6.3,-20.1,38.56
삼척,2022-12-01,-0.1,-9.3,-5.1,36.0,24.0,5.9,11.7,2.1,0.0,6.3,-18.0,36.51
삼척,2022-12-02,1.3,-10.3,-4.3,47.6,21.0,7.2,12.5,1.3,0.0,6.4,-14.6,43.300000000000004
삼척,2022-12-03,3.3,-6.1,-0.7,69.9,55.0,3.6,7.0,1.2,0.0,0.5,-5.5,62.050000000000004
삼척,2022-12-04,2.1,-5.2,-1.5,35.5,15.0,2.8,5.7,1.1,0.0,2.7,-15.5,43.589999999999996
삼척,2022-12-05,2.3,-7.0,-3.6,37.4,17.0,3.1,6.3,1.4,0.0,5.4,-16.7,40.269999999999996
삼척,2022-12-06,1.4,-9.0,-3.0,62.8,39.0,6.7,12.3,1.5,0.0,1.7,-9.3,54.989999999999995
삼척,2022-12-07,5.6,-2.4,2.0,57.8,32.0,9.9,21.8,2.6,0.1,3.0,-6.0,56.76
삼척,2022-12-08,8.0,-4.1,0.6,58.8,26.0,2.6,5.7,1.0,0.0,6.1,-7.4,59.0
삼척,2022-12-09,6.2,-6.5,-1.7,73.3,48.0,1.9,5.1,0.5,0.0,1.3,-6.1,68.85
삼척,2022-12-10,7.1,-5.0,-0.2,68.0,28.0,2.8,4.6,0.8,0.0,3.2,-6.2,68.13999999999999
삼척,2022-12-11,7.1,-6.6,-1.5,67.6,36.0,1.3,2.3,0.5,0.0,6.0,-7.2,68.25
삼척,2022-12-12,6.8,-5.9,0.5,64.0,27.0,7.5,13.2,2.1,0.0,3.0,-6.2,65.11999999999999
삼척,2022-12-13,2.6,-4.1,0.0,65.1,38.0,8.5,16.7,4.0,3.5,0.1,-6.0,65.13
삼척,2022-12-14,-4.1,-11.7,-9.4,39.8,21.0,9.2,16.4,3.5,0.0,6.0,-21.3,47.279999999999994
삼척,2022-12-15,-0.3,-12.7,-6.2,73.6,44.0,6.6,10.9,1.8,1.9,0.0,-10.2,65.99
삼척,2022-12-16,-1.5,-12.9,-6.4,56.8,34.0,5.0,7.0,1.4,0.0,5.8,-13.9,58.459999999999994
삼척,2022-12-17,-2.4,-11.8,-7.7,47.3,23.0,9.3,17.3,2.6,0.0,3.9,-17.6,51.83
삼척,2022-12-18,-6.7,-13.6,-10.4,37.9,21.0,7.0,16.5,3.1,0.0,5.9,-22.3,41.669999999999995
삼척,2022-12-19,-2.8,-12.8,-8.3,51.6,31.0,3.6,7.6,1.6,0.0,5.3,-16.8,48.42999999999999
삼척,2022-12-20,0.4,-12.8,-6.4,60.9,27.0,3.8,6.6,1.4,0.0,5.8,-13.4,56.739999999999995
삼척,2022-12-21,0.2,-6.7,-3.3,80.5,67.0,4.7,8.3,0.9,6.6,0.0,-6.2,73.69
삼척,2022-12-22,-0.6,-12.2,-7.8,48.3,33.0,7.4,16.0,3.5,0.0,5.1,-17.1,56.0
삼척,2022-12-23,-9.6,-14.7,-12.6,50.3,37.0,7.5,15.4,4.3,0.0,5.4,-20.8,52.91999999999999
삼척,2022-12-24,-4.2,-18.3,-11.9,65.8,38.0,2.3,4.5,1.1,0.0,5.7,-17.4,60.949999999999996
삼척,2022-12-25,-1.8,-16.5,-9.8,68.1,39.0,2.9,5.7,1.0,0.0,5.8,-15.0,65.86
삼척,2022-12-26,-0.6,-15.5,-9.4,70.9,43.0,2.5,3.9,0.6,0.0,5.2,-14.0,69.83
삼척,2022-12-27,0.8,-15.1,-8.0,67.5,35.0,3.2,4.2,0.7,0.0,5.7,-13.3,68.24
삼척,2022-12-28,-0.2,-11.7,-5.5,56.0,28.0,5.8,11.5,2.1,0.0,2.8,-13.8,59.79
삼척,2022-12-29,0.7,-8.5,-5.1,42.4,19.0,6.8,12.7,1.9,0.0,6.0,-16.5,47.629999999999995
삼척,2022-12-30,1.6,-8.6,-4.9,62.5,40.0,3.7,7.0,1.1,0.0,5.5,-11.2,57.830000000000005
삼척,2022-12-31,0.3,-11.9,-4.2,61.6,46.0,4.8,10.5,2.2,0.0,2.8,-10.8,59.86
삼척,2023-01-01,5.4,-5.4,0.1,37.0,16.0,5.9,14.2,2.2,0.0,6.0,-13.3,44.47
삼척,2023-01-02,0.2,-12.3,-6.7,47.8,19.0,3.2,5.6,1.0,0.0,6.1,-16.8,47.019999999999996
삼척,2023-01-03,-0.1,-14.7,-7.6,49.6,20.0,4.6,8.3,1.4,0.0,6.1,-17.5,47.980000000000004
삼척,2023-01-04,2.2,-14.1,-6.5,44.4,9.0,4.2,7.6,1.1,0.0,6.1,-18.5,45.78
삼척,2023-01-05,3.3,-13.1,-5.7,58.5,19.0,2.7,6.8,0.7,0.0,6.2,-13.5,54.79
삼척,2023-01-06,4.2,-11.6,-4.7,63.6,27.0,3.0,4.6,0.8,0.0,6.0,-11.1,60.66
삼척,2023-01-07,2.1,-6.2,-1.9,71.8,51.0,4.7,8.4,0.9,1.8,0.0,-6.5,68.83
삼척,2023-01-08,3.5,-11.1,-3.9,68.1,38.0,3.1,5.2,0.7,0.0,5.5,-9.3,68.39
삼척,2023-01-09,8.9,-4.4,1.0,60.8,25.0,4.0,6.8,0.9,0.0,4.3,-6.4,63.35999999999999
삼척,2023-01-10,7.7,-7.4,-1.8,63.1,19.0,2.8,5.0,0.6,0.0,6.3,-8.7,63.14
삼척,2023-01-11,8.5,-6.4,-0.4,56.5,15.0,3.9,6.9,1.2,0.0,6.4,-9.3,58.25
삼척,2023-01-12,9.7,-6.7,-0.6,58.0,15.0,1.7,3.2,0.5,0.0,6.4,-9.1,58.209999999999994
삼척,2023-01-13,3.2,-2.6,1.7,83.8,65.0,1.4,2.3,0.4,22.3,0.0,-0.8,75.91
삼척,2023-01-14,6.9,1.5,4.1,72.1,60.0,3.0,6.7,1.7,0.4,0.0,-0.6,73.02999999999999
삼척,2023-01-15,2.0,-2.0,0.4,78.4,67.0,3.2,5.3,1.1,6.7,0.0,-2.9,77.67999999999999
삼척,2023-01-16,-0.6,-8.7,-3.9,66.8,49.0,3.3,6.8,1.7,0.0,1.9,-9.2,69.64999999999999
삼척,2023-01-17,-1.2,-10.1,-5.4,62.4,40.0,2.8,5.5,1.1,0.0,2.4,-11.7,64.88
삼척,2023-01-18,1.5,-8.9,-4.1,63.4,37.0,2.8,6.4,0.9,0.0,5.5,-10.3,63.54
삼척,2023-01-19,1.5,-12.2,-4.7,64.1,36.0,6.8,10.7,1.2,0.0,5.8,-10.8,63.78999999999999
삼척,2023-01-20,0.9,-10.0,-3.0,34.9,11.0,11.2,21.9,4.7,0.5,5.7,-18.0,43.59
삼척,2023-01-21,-0.7,-15.0,-8.3,52.5,16.0,3.0,5.9,0.9,0.0,6.2,-17.3,50.14
삼척,2023-01-22,2.6,-8.7,-4.0,55.5,29.0,1.8,3.6,0.5,0.0,1.4,-12.1,52.839999999999996
삼척,2023-01-23,5.5,-7.8,-1.4,52.0,21.0,6.6,12.0,1.9,0.0,6.3,-11.1,52.75
삼척,2023-01-24,-2.6,-17.1,-12.6,28.5,11.0,7.9,16.3,5.6,0.0,6.5,-27.5,35.900000000000006
삼척,2023-01-25,-7.4,-20.1,-14.1,39.9,15.0,5.1,8.8,1.8,0.0,7.0,-25.9,38.83
삼척,2023-01-26,-2.9,-14.9,-7.8,61.4,46.0,3.0,4.8,1.1,0.0,0.0,-13.9,53.809999999999995
삼척,2023-01-27,-3.7,-13.2,-8.5,49.9,19.0,7.8,14.5,2.7,0.0,6.4,-18.1,51.2
삼척,2023-01-28,-3.3,-14.1,-7.5,34.5,18.0,8.8,17.7,2.9,0.0,7.3,-21.1,40.269999999999996
삼척,2023-01-29,0.6,-11.3,-4.0,55.4,30.0,6.0,9.5,1.9,0.8,7.0,-12.1,50.669999999999995
삼척,2023-01-30,1.8,-9.6,-4.2,46.3,17.0,5.8,10.8,1.8,0.0,7.4,-15.2,46.94
삼척,2023-01-31,5.1,-12.2,-1.5,50.4,15.0,6.3,10.4,2.0,0.0,7.4,-11.6,50.07999999999999
삼척,2023-02-01,5.7,-5.1,1.6,39.0,15.0,11.4,21.4,3.7,0.0,6.4,-12.0,42.01
삼척,2023-02-02,2.4,-9.8,-4.0,49.1,21.0,2.8,5.5,0.9,0.0,5.3,-13.8,47.21
삼척,2023-02-03,3.5,-6.7,-2.6,40.1,11.0,3.5,6.3,0.9,0.0,3.3,-15.7,41.79
삼척,2023-02-04,3.8,-10.6,-3.8,43.6,13.0,5.7,10.7,1.5,0.0,7.4,-15.8,43.45
삼척,2023-02-05,5.6,-10.4,-3.0,51.8,18.0,4.8,8.3,1.2,0.0,7.3,-12.8,48.989999999999995
삼척,2023-02-06,10.0,-8.6,-1.2,53.1,6.0,2.4,4.3,0.7,0.0,6.4,-12.0,51.89
삼척,2023-02-07,9.1,-6.1,0.3,53.8,17.0,2.7,4.3,0.8,0.0,5.1,-9.1,53.46
삼척,2023-02-08,8.2,-5.7,-0.2,53.9,11.0,4.3,8.1,1.1,0.0,5.5,-10.2,53.8
삼척,2023-02-09,8.2,-7.6,0.2,54.8,26.0,3.9,6.9,1.2,0.0,7.4,-8.5,54.519999999999996
삼척,2023-02-10,5.1,-2.7,0.7,80.1,51.0,2.3,5.0,0.4,3.7,0.1,-2.4,72.42
삼척,2023-02-11,7.8,-3.4,0.4,70.5,30.0,3.5,5.7,0.9,0.0,3.1,-5.0,70.85
삼척,2023-02-12,9.7,-5.8,1.4,63.5,27.0,3.6,6.9,1.2,0.0,2.9,-5.4,66.56
삼척,2023-02-13,4.6,0.3,2.7,62.3,55.0,3.6,7.6,1.7,0.0,0.0,-3.8,63.36
삼척,2023-02-14,5.8,-2.0,0.2,59.3,32.0,4.1,9.0,1.5,0.0,5.3,-7.2,60.32
삼척,2023-02-15,3.4,-2.8,-0.3,56.1,38.0,3.1,6.1,1.3,0.0,1.4,-8.2,57.36
삼척,2023-02-16,3.3,-3.9,-0.9,63.4,42.0,7.4,12.7,1.9,0.0,0.2,-7.2,61.529999999999994
삼척,2023-02-17,9.0,-6.2,0.2,56.8,20.0,3.0,6.2,0.7,0.0,6.2,-8.6,58.05
삼척,2023-02-18,8.2,-2.0,3.3,47.0,22.0,3.9,5.7,1.1,0.0,0.0,-7.5,50.599999999999994
삼척,2023-02-19,7.0,-1.3,3.6,35.4,19.0,6.9,15.0,3.0,0.0,3.0,-10.8,39.86
삼척,2023-02-20,3.3,-6.2,-1.3,27.4,4.0,8.0,15.0,2.5,0.0,7.3,-19.7,30.959999999999997
삼척,2023-02-21,5.2,-10.0,-3.2,36.6,5.0,2.6,4.4,0.8,0.0,7.7,-18.7,34.64
삼척,2023-02-22,8.0,-9.6,0.0,44.4,19.0,3.9,7.7,1.4,0.0,7.7,-12.1,41.14
삼척,2023-02-23,10.1,-1.7,3.1,41.3,18.0,3.8,7.4,1.7,0.0,7.6,-9.9,41.45
삼척,2023-02-24,9.5,-3.6,1.4,50.9,9.0,7.0,14.2,1.8,0.0,6.8,-9.2,48.32999999999999
삼척,2023-02-25,6.2,-4.5,0.4,46.5,14.0,4.5,8.6,1.7,0.0,5.2,-11.0,46.86
삼척,2023-02-26,10.4,-8.0,0.0,45.0,7.0,2.9,5.5,1.1,0.0,7.7,-13.1,45.89
삼척,2023-02-27,14.3,-7.4,2.5,37.3,3.0,5.1,8.1,1.2,0.0,7.9,-15.5,39.76
삼척,2023-02-28,12.7,-5.5,4.0,36.6,4.0,3.9,9.7,1.3,0.0,7.6,-13.2,37.58
삼척,2023-03-01,9.3,0.9,5.2,43.4,18.0,5.8,11.6,2.5,0.0,0.3,-6.9,41.42999999999999
삼척,2023-03-02,7.0,-3.7,1.5,22.9,5.0,7.1,11.4,2.0,0.0,8.0,-19.1,28.369999999999997
삼척,2023-03-03,11.5,-4.6,2.9,38.3,15.0,5.9,11.1,1.8,0.0,7.9,-11.0,35.72999999999999
삼척,2023-03-04,15.0,-4.0,4.2,49.9,12.0,3.3,6.9,1.0,0.0,7.1,-7.2,44.88
삼척,2023-03-05,14.9,-3.8,4.5,49.0,15.0,3.5,6.6,0.9,0.0,7.6,-6.9,48.11
삼척,2023-03-06,16.4,-4.0,5.4,40.8,2.0,5.1,11.2,1.1,0.0,7.8,-11.5,43.35
삼척,2023-03-07,18.5,-1.3,8.5,46.0,19.0,5.9,11.2,1.9,0.0,7.2,-3.5,45.26
삼척,2023-03-08,19.1,2.9,10.3,40.1,9.0,8.3,15.6,2.5,0.0,7.4,-4.9,41.35
삼척,2023-03-09,18.4,3.3,9.4,47.8,10.0,7.5,14.8,1.7,0.3,2.8,-2.3,46.08
삼척,2023-03-10,22.0,-0.2,10.6,37.0,1.0,5.3,9.4,1.2,0.0,7.7,-9.5,39.47
삼척,2023-03-11,22.7,2.4,12.0,36.5,1.0,3.5,7.4,1.0,0.0,7.1,-7.6,37.73
삼척,2023-03-12,12.2,-0.7,5.0,53.9,31.0,9.0,19.0,2.5,6.5,0.5,-3.8,48.730000000000004
삼척,2023-03-13,7.3,-3.6,1.9,18.4,2.0,8.5,16.7,3.9,0.0,8.6,-21.2,27.310000000000002
삼척,2023-03-14,14.6,-1.9,5.3,-9.0,1.0,8.5,16.7,3.1,0.0,5.7,-99.0,2.7700000000000005
삼척,2023-03-15,16.9,-2.8,8.9,-9.0,36.0,9.6,19.0,4.0,0.0,6.8,-99.0,-6.26
삼척,2023-03-16,11.7,-0.5,5.6,-9.0,-9.0,5.9,11.4,2.1,0.0,7.6,-99.0,-9.0
삼척,2023-03-17,13.9,-3.0,6.6,-9.0,12.0,2.6,4.4,1.1,0.0,2.1,-99.0,-9.0
삼척,2023-03-18,18.1,2.6,9.6,40.8,16.0,6.9,12.6,1.5,0.0,-9.0,-4.7,25.859999999999996
삼척,2023-03-19,19.2,-1.5,7.9,49.8,17.0,3.5,7.3,1.2,0.0,-9.0,-3.3,42.12
삼척,2023-03-20,19.0,-1.1,8.2,46.6,16.0,5.4,9.5,1.1,0.0,-9.0,-4.8,46.66
삼척,2023-03-21,21.8,0.0,10.1,44.3,15.0,5.4,9.5,0.9,0.0,-9.0,-3.4,45.31
삼척,2023-03-22,26.0,0.3,13.8,52.4,24.0,4.5,8.8,1.2,0.0,8.8,3.0,50.2
삼척,2023-03-23,14.8,7.0,11.1,84.5,66.0,2.9,4.6,1.2,7.3,0.0,8.4,74.06
삼척,2023-03-24,8.9,5.2,7.0,75.1,62.0,3.4,6.1,1.7,0.0,0.0,2.8,74.71
삼척,2023-03-25,12.2,4.8,7.7,72.4,55.0,2.2,3.8,0.9,0.0,0.7,2.9,74.15
삼척,2023-03-26,16.0,0.5,7.9,67.0,9.0,7.3,13.4,1.6,0.0,4.7,1.1,68.89
삼척,2023-03-27,14.4,-1.2,5.2,51.1,16.0,3.3,6.9,1.3,0.0,7.9,-6.3,56.41
삼척,2023-03-28,16.6,-3.4,6.7,48.6,19.0,7.4,13.2,1.6,0.0,8.8,-4.8,50.94
삼척,2023-03-29,20.6,-1.7,9.1,48.1,16.0,6.4,10.7,1.5,0.0,8.8,-3.4,48.5
삼척,2023-03-30,22.2,-0.1,10.9,38.3,10.0,6.8,11.8,1.5,0.0,9.1,-5.7,41.28999999999999
삼척,2023-03-31,24.4,0.7,12.0,43.3,15.0,3.4,7.7,1.2,0.0,9.0,-2.0,42.78
삼척,2023-04-01,24.8,1.7,12.3,44.5,14.0,3.9,7.9,1.3,0.0,9.2,-1.9,43.64
삼척,2023-04-02,20.8,1.3,10.8,43.9,19.0,4.3,9.3,1.6,0.0,9.4,-2.7,43.959999999999994
삼척,2023-04-03,23.5,0.9,11.7,42.4,16.0,4.3,7.9,1.6,0.0,9.4,-2.7,42.91
삼척,2023-04-04,22.9,3.8,13.5,45.6,15.0,3.7,6.8,1.2,1.9,5.1,-0.3,44.79
삼척,2023-04-05,14.7,9.9,12.0,88.3,70.0,7.1,12.5,2.3,22.8,0.0,10.0,75.16999999999999
삼척,2023-04-06,11.1,7.0,8.3,83.3,74.0,7.8,13.1,2.8,1.4,0.0,5.6,80.53
삼척,2023-04-07,14.8,3.0,8.4,54.9,24.0,8.4,16.3,3.1,0.0,7.2,-1.3,63.92
삼척,2023-04-08,13.2,-0.6,6.6,36.4,15.0,9.0,18.2,3.8,0.0,9.6,-8.3,44.78999999999999
삼척,2023-04-09,18.7,-2.2,9.4,41.1,14.0,6.8,13.0,2.7,0.0,9.9,-5.2,41.54
삼척,2023-04-10,19.9,0.7,12.2,35.9,15.0,7.5,14.9,2.8,0.0,9.2,-4.1,36.99
삼척,2023-04-11,17.6,9.9,13.3,59.4,36.0,7.7,14.1,3.8,7.9,0.2,5.1,52.87
삼척,2023-04-12,15.8,3.0,9.1,27.6,12.0,9.6,17.3,3.5,0.0,9.3,-10.3,34.790000000000006
삼척,2023-04-13,19.9,-1.7,9.7,39.1,13.0,5.5,10.4,1.8,0.0,9.0,-6.2,38.83
삼척,2023-04-14,24.9,5.4,13.3,37.3,8.0,5.4,10.0,1.2,0.0,6.0,-3.7,36.68999999999999
삼척,2023-04-15,16.3,6.5,9.7,67.9,38.0,4.9,8.7,1.1,1.5,0.0,3.4,58.900000000000006
삼척,2023-04-16,15.8,3.3,8.1,72.5,26.0,7.7,15.7,1.5,0.4,2.2,2.4,68.06
삼척,2023-04-17,16.6,2.7,9.4,62.3,33.0,3.5,7.0,1.2,0.0,3.9,1.4,64.89999999999999
삼척,2023-04-18,12.8,7.5,9.7,88.0,59.0,3.0,4.3,0.9,4.9,0.0,7.7,81.31
삼척,2023-04-19,28.6,9.0,16.6,60.8,16.0,3.7,6.0,1.2,0.0,9.2,7.2,66.39
삼척,2023-04-20,24.4,11.0,17.9,68.5,49.0,4.9,9.9,2.0,0.0,2.9,11.7,68.91
삼척,2023-04-21,18.4,7.8,12.5,50.9,23.0,3.8,8.1,1.8,0.0,6.1,1.5,55.41
삼척,2023-04-22,17.6,4.5,10.9,43.8,14.0,4.9,9.4,1.8,0.0,6.9,-2.7,47.69
삼척,2023-04-23,20.2,2.2,10.4,56.3,22.0,3.2,7.6,1.2,0.0,3.1,0.8,53.25999999999999
삼척,2023-04-24,17.3,5.5,11.6,55.6,33.0,4.2,8.1,1.5,0.0,4.2,2.4,54.56
삼척,2023-04-25,9.3,2.7,6.5,80.6,63.0,2.6,5.1,0.8,1.6,0.0,3.3,73.16999999999999
삼척,2023-04-26,12.8,2.3,7.6,68.6,43.0,5.0,9.7,1.8,0.0,1.4,1.8,69.7
삼척,2023-04-27,22.2,-0.1,10.5,56.8,16.0,5.8,10.1,1.4,0.0,8.4,0.1,61.54
삼척,2023-04-28,22.7,2.7,14.5,48.6,12.0,9.4,17.3,2.1,0.0,10.6,1.4,52.239999999999995
삼척,2023-04-29,16.5,8.8,12.9,77.4,53.0,7.9,16.7,3.0,5.7,0.0,8.8,69.58
삼척,2023-04-30,17.9,6.6,12.6,49.6,28.0,10.4,19.9,3.6,0.0,10.2,1.6,55.06
삼척,2023-05-01,17.8,5.8,11.6,58.5,27.0,8.2,15.2,2.3,1.9,6.8,2.2,58.61
삼척,2023-05-02,24.3,1.6,13.3,51.4,19.0,3.3,7.2,1.1,0.0,8.5,1.3,52.64
삼척,2023-05-03,27.0,7.8,16.8,46.0,15.0,4.1,8.4,1.2,0.0,10.0,3.1,48.33
삼척,2023-05-04,27.2,7.6,17.6,61.0,38.0,3.3,6.6,0.9,0.0,8.3,9.4,57.04
